Column 1: Wavelength
Column 2: Kaolinite LAKA04

           0.30000,          0.270596
           0.30500,          0.270331
           0.31000,          0.271699
           0.31500,          0.278465
           0.32000,          0.289146
           0.32500,          0.304259
           0.33000,          0.325062
           0.33500,          0.348392
           0.34000,          0.373419
           0.34500,          0.399840
           0.35000,          0.425549
           0.35500,          0.455150
           0.36000,          0.481014
           0.36500,          0.506649
           0.37000,          0.528080
           0.37500,          0.551525
           0.38000,          0.569153
           0.38500,          0.587015
           0.39000,          0.603727
           0.39500,          0.617631
           0.40000,          0.636102
           0.40500,          0.643172
           0.41000,          0.653600
           0.41500,          0.663869
           0.42000,          0.674221
           0.42500,          0.682930
           0.43000,          0.697250
           0.43500,          0.707416
           0.44000,          0.718829
           0.44500,          0.729187
           0.45000,          0.735818
           0.45500,          0.744308
           0.46000,          0.749269
           0.46500,          0.753883
           0.47000,          0.759403
           0.47500,          0.763275
           0.48000,          0.769126
           0.48500,          0.775113
           0.49000,          0.781267
           0.49500,          0.786367
           0.50000,          0.793869
           0.50500,          0.803040
           0.51000,          0.811037
           0.51500,          0.820148
           0.52000,          0.828904
           0.52500,          0.835069
           0.53000,          0.843909
           0.53500,          0.853764
           0.54000,          0.861426
           0.54500,          0.864283
           0.55000,          0.872585
           0.55500,          0.877013
           0.56000,          0.879978
           0.56500,          0.888842
           0.57000,          0.891067
           0.57500,          0.893888
           0.58000,          0.898383
           0.58500,          0.900908
           0.59000,          0.901719
           0.59500,          0.903803
           0.60000,          0.906742
           0.60500,          0.908236
           0.61000,          0.911986
           0.61500,          0.906628
           0.62000,          0.909548
           0.62500,          0.909921
           0.63000,          0.912172
           0.63500,          0.910644
           0.64000,          0.913665
           0.64500,          0.916781
           0.65000,          0.915007
           0.65500,          0.916923
           0.66000,          0.914934
           0.66500,          0.914914
           0.67000,          0.918666
           0.67500,          0.919509
           0.68000,          0.920729
           0.68500,          0.922658
           0.69000,          0.923414
           0.69500,          0.921438
           0.70000,          0.922351
           0.70500,          0.920825
           0.71000,          0.921843
           0.71500,          0.923316
           0.72000,          0.924723
           0.72500,          0.926333
           0.73000,          0.928145
           0.73500,          0.928768
           0.74000,          0.930614
           0.74500,          0.925367
           0.75000,          0.930255
           0.75500,          0.927521
           0.76000,          0.930923
           0.76500,          0.935154
           0.77000,          0.933287
           0.77500,          0.933819
           0.78000,          0.930125
